SalePrice,YearBuilt,LotArea,TotalBsmtSF,1stFlrSF,GarageArea,MSZoning,LandContour,LandSlope,Street,BldgType,RoofStyle,Foundation,Electrical,BedroomAbvGr,GarageType,GarageCars,PavedDrive,SaleType,SaleCondition,HeatingQC,LotFrontage
140000,1940,8400,940,1192,240,RL,Bnk,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,2,Attchd,1,Y,WD,Normal,Ex,60
177500,1995,11249,1200,1200,521,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,105
173000,1992,9248,1158,1167,400,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Gd,NA
134000,1976,4224,1142,1142,528,RM,Lvl,Gtl,Pave,TwnhsE,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,TA,44
130000,1958,6930,1062,1352,288,RL,Lvl,Gtl,Pave,1Fam,Hip,CBlock,FuseF,3,BuiltIn,1,Y,WD,Abnorml,Ex,92
280000,1998,12011,1086,1086,592,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,78
156000,1978,7540,888,912,470,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,2,Attchd,2,Y,WD,Normal,Ex,NA
145000,1940,9144,883,988,240,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Detchd,1,N,WD,Normal,Gd,NA
198500,2003,7301,0,495,672,RL,Lvl,Gtl,Pave,1Fam,Gable,Slab,SBrkr,4,BuiltIn,2,Y,ConLD,Normal,Ex,64
118000,1972,1680,483,483,264,RM,Lvl,Gtl,Pave,Twnhs,Gable,CBlock,SBrkr,2,Detchd,1,Y,WD,Normal,Gd,21
190000,1976,18800,796,790,566,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,TA,NA
147000,1920,10690,672,672,468,RM,Lvl,Gtl,Pave,1Fam,Hip,CBlock,FuseA,3,Detchd,1,Y,WD,Normal,Gd,59
159000,1963,9500,1394,1394,514,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,2,Y,WD,Normal,Gd,NA
165000,1962,9150,1099,1431,296,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Basment,1,Y,WD,Normal,Gd,101
132000,1954,7800,1268,1268,244,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,2,Attchd,1,Y,WD,Normal,Gd,78
162000,1959,9830,1063,1287,576,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Detchd,2,Y,WD,Normal,Ex,NA
172400,2000,8121,953,953,460,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,NA
134432,1959,17120,0,1120,680,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,4,Detchd,2,N,WD,Normal,TA,80
125000,1984,7175,744,752,264,RL,Lvl,Gtl,Pave,TwnhsE,Gable,CBlock,SBrkr,2,Attchd,1,Y,WD,Normal,TA,50
123000,1953,10634,608,1319,270,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,1,Y,WD,Normal,TA,79
219500,2003,8200,847,847,434,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,4,BuiltIn,2,Y,WD,Normal,Ex,65
61000,1922,10020,683,904,0,RL,Low,Sev,Pave,1Fam,Gable,BrkTil,FuseA,1,NA,0,Y,WD,Normal,Gd,NA
148000,1996,8846,870,914,576,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,2,Detchd,2,Y,WD,Normal,Ex,57
340000,2004,11143,1580,1580,610,FV,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,4,Attchd,2,Y,WD,Normal,Ex,102
394432,2010,11394,1856,1856,834,RL,Lvl,Gtl,Pave,1Fam,Hip,PConc,SBrkr,1,Attchd,3,Y,New,Partial,Ex,88
179000,2000,8123,982,1007,463,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,60
127000,1924,5000,1026,1026,308,RL,Lvl,Gtl,Pave,1Fam,Gable,BrkTil,SBrkr,3,Detchd,1,Y,WD,Normal,TA,50
187750,2006,7200,1293,1301,572,FV,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,2,Attchd,2,Y,New,Partial,Ex,60
213500,2006,9245,939,939,639,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,79
76000,1928,9000,784,784,360,RH,Lvl,Gtl,Pave,1Fam,Gable,BrkTil,FuseA,2,Detchd,2,N,WD,Normal,TA,60
240000,1992,53107,1580,1079,501,RL,Low,Mod,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,NA
192000,2004,3182,1256,1269,430,RL,Lvl,Gtl,Pave,TwnhsE,Gable,PConc,SBrkr,2,Attchd,2,Y,WD,Normal,Ex,43
81000,1910,8410,658,658,0,RL,Lvl,Gtl,Pave,1Fam,Gambrel,PConc,SBrkr,5,NA,0,N,WD,AdjLand,TA,58
125000,1976,7200,1041,1125,352,RL,Lvl,Gtl,Pave,1Fam,Hip,CBlock,SBrkr,3,Detchd,1,Y,WD,Abnorml,Ex,72
191000,1999,9382,1468,1479,577,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,93
426000,2007,12474,1682,1742,846,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,BuiltIn,3,Y,New,Partial,Ex,96
119000,1900,8405,861,961,384,RL,Lvl,Gtl,Pave,1Fam,Gable,BrkTil,SBrkr,4,Detchd,1,Y,WD,Normal,Ex,50
215000,2001,12209,804,804,560,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,BuiltIn,2,Y,WD,Normal,Ex,71
106500,1959,8339,0,882,294,RL,Lvl,Gtl,Pave,1Fam,Gable,Slab,SBrkr,3,Attchd,1,Y,WD,Normal,TA,NA
100000,1941,7446,788,788,0,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,FuseA,2,NA,0,Y,WD,Abnorml,TA,NA
109000,1940,10134,735,735,240,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,FuseA,2,Detchd,1,Y,WD,Normal,Gd,60
129000,1956,9571,1144,1144,596,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,1,Y,WD,Normal,TA,68
123000,1972,7200,894,894,600,RL,Low,Gtl,Pave,1Fam,Hip,CBlock,SBrkr,2,Detchd,2,Y,WD,Normal,TA,60
169500,1962,7590,864,876,264,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,4,Attchd,1,Y,WD,Normal,TA,69
67000,1920,8967,961,1077,338,RM,Lvl,Gtl,Pave,1Fam,Gable,BrkTil,Mix,2,Detchd,1,N,WD,Abnorml,Gd,60
241000,2006,8125,1092,1112,438,FV,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,2,Attchd,2,Y,WD,Normal,Ex,65
245500,1996,14963,1260,1288,500,RL,Lvl,Gtl,Pave,TwnhsE,Gable,PConc,SBrkr,1,Attchd,2,Y,WD,Normal,Ex,38
164990,2005,8767,1310,1310,400,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,New,Partial,Ex,65
108000,1940,10200,672,672,240,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,2,Detchd,1,N,WD,Normal,Ex,60
258000,1998,12090,1141,1165,420,RL,Lvl,Gtl,Pave,1Fam,Hip,PConc,SBrkr,4,BuiltIn,2,Y,WD,Abnorml,Gd,93
168000,1995,10364,806,806,373,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,BuiltIn,2,Y,WD,Normal,Gd,NA
150000,1976,9991,1281,1620,490,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,NA
115000,1936,10480,1064,1166,240,RL,Lvl,Gtl,Pave,1Fam,Gable,BrkTil,FuseA,3,Detchd,1,Y,WD,Normal,Ex,51
177000,1915,15576,840,840,308,RL,Lvl,Gtl,Pave,1Fam,Gable,BrkTil,SBrkr,4,Attchd,1,Y,WD,Normal,Ex,63
280000,2006,14154,1063,1071,947,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,3,Y,New,Partial,Ex,109
339750,2007,10800,1034,1050,836,FV,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,3,Y,New,Partial,Ex,85
60000,1958,9571,1276,1276,350,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,FuseA,3,Attchd,1,Y,COD,Abnorml,TA,68
145000,1955,34650,1056,1056,572,RL,Bnk,Gtl,Pave,2fmCon,Hip,CBlock,SBrkr,3,Attchd,2,Y,WD,Normal,TA,100
222000,2009,4403,1470,1478,484,FV,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,2,Attchd,2,Y,New,Partial,Ex,NA
115000,1927,8960,1008,1028,360,RM,Lvl,Gtl,Pave,1Fam,Gable,CBlock,FuseA,2,Detchd,2,Y,WD,Normal,Gd,56
228000,1993,11228,1080,1080,678,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,3,Y,WD,Normal,Ex,59
181134,2007,8899,1340,1340,396,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,New,Partial,Ex,73
149500,1978,7844,672,672,440,RL,Lvl,Gtl,Pave,1Fam,Hip,CBlock,SBrkr,3,Attchd,2,Y,WD,Normal,TA,74
239000,1918,22420,1370,1370,864,RL,Lvl,Gtl,Pave,1Fam,Hip,BrkTil,FuseA,4,Detchd,3,N,WD,Normal,TA,86
126000,1940,8160,756,756,240,RL,Lvl,Gtl,Pave,1Fam,Gable,BrkTil,FuseF,3,Detchd,1,P,WD,AdjLand,Fa,60
142000,1968,8450,1056,1056,304,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,1,Y,WD,Normal,Ex,65
206300,1997,7060,1344,1344,784,RM,Lvl,Gtl,Pave,Duplex,Gable,PConc,SBrkr,2,Attchd,4,Y,WD,Alloca,Ex,78
215000,1977,16635,1602,1602,529,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,2,Y,WD,Normal,Gd,NA
113000,1954,21750,988,988,520,RL,HLS,Mod,Pave,1Fam,Hip,CBlock,FuseA,2,Attchd,2,N,WD,Normal,Ex,100
315000,1998,9200,1470,1470,696,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,4,Attchd,3,Y,WD,Normal,Gd,80
139000,1956,9000,1196,1196,297,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,FuseA,2,Attchd,1,Y,WD,Normal,Gd,72
135000,1946,3378,651,707,240,RM,HLS,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Detchd,1,P,WD,Normal,Gd,60
275000,1989,12800,1518,1644,569,RL,Low,Mod,Pave,1Fam,Gable,PConc,SBrkr,2,Attchd,2,Y,WD,Normal,Gd,NA
109008,1957,8593,907,907,352,RL,Lvl,Gtl,Pave,1Fam,Hip,CBlock,SBrkr,3,Detchd,1,Y,WD,Normal,Ex,77
195400,2007,6762,1208,1208,628,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,2,Attchd,2,Y,New,Partial,Ex,64
175000,1988,11457,1392,1412,576,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,2,Y,WD,Normal,TA,130
85400,1971,1680,483,483,264,RM,Lvl,Gtl,Pave,Twnhs,Gable,CBlock,SBrkr,2,Detchd,1,Y,COD,Abnorml,TA,21
79900,1920,5586,901,1088,0,RM,Bnk,Gtl,Pave,1Fam,Gable,BrkTil,SBrkr,4,NA,0,N,ConLD,Abnorml,Gd,60
122500,1971,1920,765,765,440,RM,Lvl,Gtl,Pave,TwnhsE,Gable,CBlock,SBrkr,2,Detchd,2,Y,WD,Normal,Ex,24
181000,1997,10839,926,926,470,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,100
81000,1972,1890,630,630,0,RM,Lvl,Gtl,Pave,Twnhs,Gable,CBlock,SBrkr,1,NA,0,Y,WD,Normal,Gd,21
212000,1996,10667,799,827,550,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,ConLw,Normal,Ex,43
116000,1920,4400,648,734,440,RM,Lvl,Gtl,Pave,1Fam,Gable,BrkTil,FuseA,2,Detchd,2,Y,WD,Normal,TA,40
119000,1926,6000,884,904,180,RM,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,2,Detchd,1,Y,WD,Normal,Gd,50
90350,1913,4280,440,694,352,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,2,Detchd,1,P,WD,Normal,TA,40
110000,1920,12354,684,684,528,RL,Lvl,Gtl,Pave,1Fam,Gable,BrkTil,SBrkr,3,Detchd,2,Y,ConLI,Normal,Gd,67
555000,2008,15431,3094,2402,672,RL,Lvl,Gtl,Pave,1Fam,Hip,PConc,SBrkr,2,Attchd,3,Y,WD,Normal,Ex,105
118000,1955,12108,1440,1440,0,RL,Lvl,Gtl,Pave,Duplex,Gable,CBlock,FuseF,4,NA,0,Y,WD,Normal,TA,92
162900,1930,6240,1078,1128,360,RM,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Detchd,2,P,WD,Normal,TA,52
172500,2006,3922,1258,1258,648,RL,Lvl,Gtl,Pave,TwnhsE,Gable,PConc,SBrkr,2,Attchd,3,Y,New,Partial,Ex,53
210000,1994,8750,915,933,493,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,4,Attchd,2,Y,WD,Normal,Ex,70
127500,1956,9855,1436,1689,480,RL,Lvl,Gtl,Pave,1Fam,Hip,CBlock,SBrkr,3,Attchd,2,Y,COD,Normal,Fa,73
190000,1966,16492,1517,1888,578,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,2,Attchd,2,Y,WD,Normal,Ex,137
199900,1998,11214,930,956,431,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,4,Attchd,2,Y,WD,Normal,Gd,NA
119500,1937,8600,780,780,198,RM,Bnk,Gtl,Pave,1Fam,Gable,BrkTil,SBrkr,3,Detchd,1,N,WD,Normal,TA,50
120000,1948,6000,649,679,308,RM,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,2,Detchd,1,Y,WD,Normal,Ex,50
110000,1930,5684,813,813,270,RM,Lvl,Gtl,Pave,1Fam,Hip,BrkTil,FuseA,2,Detchd,1,N,WD,Normal,Ex,70
280000,1975,70761,1533,1533,576,RL,Low,Mod,Pave,1Fam,Gable,CBlock,SBrkr,2,Attchd,2,Y,WD,Normal,TA,62
204000,1996,9303,872,888,422,RL,Lvl,Gtl,Pave,1Fam,Hip,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,NA
210000,2008,9000,768,786,676,FV,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,75
188000,1976,9297,1728,1728,560,RL,Lvl,Gtl,Pave,Duplex,Gable,CBlock,SBrkr,4,Detchd,2,Y,WD,Family,TA,63
175500,1973,9600,1242,1242,528,RL,Lvl,Gtl,Pave,1Fam,Hip,CBlock,SBrkr,3,Attchd,2,Y,WD,Normal,Fa,80
98000,1916,4571,624,624,513,RM,Lvl,Gtl,Pave,1Fam,Gable,BrkTil,SBrkr,4,Detchd,3,Y,COD,Abnorml,Fa,34
256000,1954,53227,1364,1663,529,RL,Low,Mod,Pave,1Fam,Flat,CBlock,SBrkr,2,Attchd,2,Y,WD,Normal,Ex,NA
161000,1925,5100,588,833,228,RM,Lvl,Gtl,Pave,1Fam,Hip,PConc,SBrkr,3,Detchd,1,Y,WD,Normal,Fa,NA
110000,1950,7015,709,979,352,RL,Bnk,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Detchd,1,Y,WD,Normal,TA,NA
263435,2009,8004,832,832,552,FV,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,BuiltIn,2,Y,New,Partial,Ex,75
155000,1936,7200,560,575,576,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Detchd,2,Y,WD,Normal,Ex,60
62383,1965,8281,864,864,360,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Detchd,1,Y,WD,Normal,Gd,60
188700,1934,11988,715,849,240,RL,HLS,Mod,Pave,1Fam,Hip,CBlock,FuseA,3,Detchd,1,Y,WD,Normal,Fa,74
124000,1978,8430,1040,1040,0,RL,HLS,Mod,Pave,1Fam,Gable,CBlock,SBrkr,3,NA,0,Y,WD,Normal,TA,60
178740,2004,3072,1375,1414,398,RM,Lvl,Gtl,Pave,TwnhsE,Hip,PConc,SBrkr,2,Attchd,2,Y,WD,Normal,Ex,NA
167000,1970,10628,1277,1277,526,RL,Lvl,Gtl,Pave,1Fam,Flat,CBlock,SBrkr,2,Attchd,2,Y,WD,Normal,TA,85
146500,1942,9480,728,888,312,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,1,Y,WD,Normal,Ex,79
250000,2006,11428,1626,1634,866,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,3,Y,WD,Normal,Ex,98
187000,1993,9291,832,832,506,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,76
212000,1985,6820,1488,1502,528,RL,Lvl,Gtl,Pave,TwnhsE,Gable,PConc,SBrkr,1,Attchd,2,Y,WD,Normal,TA,NA
190000,1977,11952,808,1161,534,RL,Lvl,Gtl,Pave,1Fam,Mansard,CBlock,SBrkr,3,Attchd,2,Y,WD,Normal,TA,92
148000,2005,3675,547,1072,525,RM,Lvl,Gtl,Pave,TwnhsE,Gable,PConc,SBrkr,2,Basment,2,Y,WD,Normal,Ex,35
440000,2006,14977,1976,1976,908,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,2,Attchd,3,Y,New,Partial,Ex,110
251000,2000,5330,1494,1652,499,RL,Lvl,Gtl,Pave,TwnhsE,Gable,PConc,SBrkr,2,Attchd,2,Y,WD,Normal,Ex,41
132500,1963,8480,970,970,624,RL,Lvl,Gtl,Pave,1Fam,Hip,CBlock,SBrkr,2,Detchd,2,Y,WD,Normal,TA,80
208900,1997,13125,1478,1493,508,RL,Lvl,Mod,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,75
380000,2006,13693,2153,2069,694,RL,Lvl,Gtl,Pave,1Fam,Hip,PConc,SBrkr,3,BuiltIn,3,Y,WD,Normal,Ex,105
297000,2007,10637,1705,1718,826,RL,Lvl,Gtl,Pave,1Fam,Hip,PConc,SBrkr,3,Attchd,3,Y,WD,Normal,Ex,79
89471,1937,5925,907,1131,672,RM,Bnk,Gtl,Pave,1Fam,Hip,BrkTil,SBrkr,2,Detchd,2,Y,WD,Alloca,TA,50
326000,2004,16033,1833,1850,772,RL,Lvl,Gtl,Pave,1Fam,Hip,PConc,SBrkr,3,Attchd,3,Y,WD,Normal,Ex,98
374000,2003,11846,1792,1792,874,RL,HLS,Gtl,Pave,1Fam,Hip,PConc,SBrkr,2,Attchd,3,Y,WD,Normal,Ex,72
155000,1915,2500,910,916,164,RM,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,4,Attchd,1,Y,WD,Normal,Ex,50
164000,1998,4500,1216,1216,402,RM,Lvl,Gtl,Pave,Twnhs,Hip,PConc,SBrkr,2,Attchd,2,Y,WD,Normal,Ex,32
132500,1962,7758,999,999,264,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Detchd,1,Y,WD,Normal,Gd,NA
147000,1950,9600,1113,1113,264,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,1,Y,WD,Normal,Gd,80
156000,1965,10289,1073,1073,515,RL,Lvl,Gtl,Pave,1Fam,Hip,CBlock,SBrkr,3,Attchd,2,Y,WD,Normal,TA,79
175000,1971,12243,1484,1484,487,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,2,Y,WD,Normal,Gd,70
160000,1900,10800,954,1766,520,RL,Lvl,Gtl,Pave,2fmCon,Gable,CBlock,FuseA,3,Attchd,2,N,ConLD,Normal,TA,60
86000,1970,1526,630,630,286,RM,Lvl,Gtl,Pave,Twnhs,Gable,CBlock,SBrkr,1,Attchd,1,Y,WD,Normal,TA,21
115000,1976,2665,264,616,336,RM,Lvl,Gtl,Pave,TwnhsE,Gable,PConc,SBrkr,3,BuiltIn,1,Y,WD,Normal,TA,NA
133000,1941,9490,806,958,240,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,FuseA,3,Attchd,1,Y,WD,Normal,TA,79
172785,2006,15578,728,728,429,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,New,Partial,Gd,105
155000,1960,7931,1269,1269,308,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,FuseA,3,Detchd,1,Y,WD,Normal,TA,70
91300,1938,5784,190,886,273,RM,Lvl,Gtl,Pave,1Fam,Gable,BrkTil,FuseA,2,Attchd,1,Y,WD,Normal,Gd,50
34900,1920,7879,720,720,0,C (all),Lvl,Gtl,Pave,1Fam,Gable,CBlock,FuseA,2,NA,0,N,WD,Abnorml,TA,60
430000,1992,12692,3200,3228,546,RL,Lvl,Gtl,Pave,1Fam,Hip,PConc,SBrkr,4,Attchd,2,Y,WD,Normal,Ex,NA
184000,1925,9120,1026,1133,240,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,4,Detchd,1,N,WD,Normal,Ex,60
130000,1967,7800,864,899,288,RL,Lvl,Gtl,Pave,1Fam,Hip,PConc,SBrkr,3,Attchd,1,Y,WD,Normal,Ex,65
120000,1958,7535,912,912,297,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,2,Attchd,1,Y,WD,Normal,Fa,70
113000,1973,1890,672,672,264,RM,Lvl,Gtl,Pave,Twnhs,Gable,CBlock,SBrkr,3,Detchd,1,Y,WD,Normal,TA,21
226700,2005,9803,866,866,603,FV,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Gd,75
140000,1965,9170,1214,1214,461,RL,Lvl,Gtl,Pave,1Fam,Hip,CBlock,SBrkr,2,Detchd,2,Y,WD,Normal,Ex,70
289000,1959,15602,1501,1801,484,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,1,Attchd,2,Y,WD,Normal,TA,100
147000,1974,2308,855,855,440,RL,Lvl,Gtl,Pave,TwnhsE,Gable,CBlock,SBrkr,3,Attchd,2,Y,WD,Normal,TA,24
124500,1952,7596,960,960,400,RM,Lvl,Gtl,Pave,Duplex,Hip,CBlock,SBrkr,4,Detchd,2,N,COD,Normal,Gd,60
215000,1993,9554,777,1065,471,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,80
208300,2009,7862,1218,1218,676,FV,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,2,Attchd,2,Y,New,Partial,Ex,75
161000,1928,9600,689,689,360,RM,Lvl,Gtl,Pave,1Fam,Gambrel,BrkTil,SBrkr,3,Detchd,2,N,WD,Normal,Ex,60
124500,1959,9600,1041,1041,270,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,1,Y,WD,Normal,Ex,80
164900,1951,14559,1008,1363,288,RL,Lvl,Gtl,Pave,1Fam,Hip,CBlock,SBrkr,2,CarPort,1,Y,WD,Normal,Ex,75
202665,2005,6792,1368,1368,474,RL,Lvl,Gtl,Pave,TwnhsE,Gable,PConc,SBrkr,2,Attchd,2,Y,New,Partial,Ex,40
129900,1958,9100,864,864,624,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Detchd,2,Y,WD,Normal,TA,70
134000,1983,9187,1084,1080,484,RL,Bnk,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,TA,71
96500,1926,10594,768,789,200,RL,Lvl,Gtl,Pave,1Fam,Gable,BrkTil,SBrkr,2,Detchd,1,Y,WD,Normal,Fa,55
402861,2009,12220,2006,2020,900,RL,Lvl,Gtl,Pave,1Fam,Hip,CBlock,SBrkr,3,Attchd,3,Y,New,Partial,Ex,94
158000,1972,10448,689,1378,583,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,2,Y,COD,Abnorml,TA,NA
265000,1996,10208,1264,1277,889,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,3,Y,WD,Normal,Ex,79
211000,1998,9531,794,882,546,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,NA
234000,1926,10918,1276,1276,282,RL,Lvl,Gtl,Pave,1Fam,Gambrel,BrkTil,SBrkr,3,Detchd,1,Y,WD,Normal,Ex,53
106250,1900,10800,0,694,0,RL,Lvl,Gtl,Pave,2fmCon,Gable,BrkTil,FuseA,3,NA,0,N,WD,Normal,TA,60
150000,1957,11988,1244,1244,336,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,FuseA,3,Attchd,1,Y,WD,Normal,Ex,90
159000,1947,5000,1004,1004,420,RM,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Detchd,2,Y,WD,Normal,Ex,50
184750,2007,40094,3138,3138,884,RL,Bnk,Gtl,Pave,1Fam,Hip,PConc,SBrkr,3,BuiltIn,3,Y,New,Partial,Ex,130
315750,1996,11787,1379,1383,834,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,3,Y,WD,Normal,Ex,95
176000,2005,7500,1257,1266,453,FV,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,62
132000,1956,13300,928,928,252,RL,Lvl,Gtl,Pave,1Fam,Hip,CBlock,SBrkr,2,Attchd,1,Y,WD,Normal,TA,70
446261,2008,14948,1452,1476,858,RL,Lvl,Gtl,Pave,1Fam,Hip,PConc,SBrkr,3,Attchd,3,Y,New,Partial,Ex,67
86000,1920,9098,528,605,0,RL,Lvl,Gtl,Pave,1Fam,Gable,BrkTil,SBrkr,2,NA,0,N,WD,Normal,Ex,58
200624,1957,32668,2035,2515,484,RL,Lvl,Gtl,Pave,1Fam,Hip,PConc,SBrkr,4,Attchd,2,Y,WD,Alloca,TA,NA
175000,1988,10200,1461,1509,600,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,2,Y,WD,Abnorml,Ex,85
128000,1920,6155,611,751,502,RM,Lvl,Gtl,Pave,1Fam,Gable,BrkTil,SBrkr,3,Detchd,2,Y,WD,Normal,Ex,60
